"Ano","CNAE","Motivo","Qte Acidentes Registrados","Situação","GrupoCnae","GrCnaeLetra"
"2000","Comer Atacad de Prod Farmacêuticos/Médicos/Or","Típico-Com Cat","160","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comer Atacad de Prod Farmacêuticos/Médicos/Or","Trajeto-Com Cat","75","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comer Atacad de Prod Farmacêuticos/Médicos/Or","Doença do Trabalho-Com Cat","33","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Cosméticos e Produtos","Típico-Com Cat","65","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Cosméticos e Produtos","Trajeto-Com Cat","14","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Cosméticos e Produtos","Doença do Trabalho-Com Cat","46","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Art. de Escritório e de Papelaria","Típico-Com Cat","92","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Art. de Escritório e de Papelaria","Trajeto-Com Cat","31","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Art. de Escritório e de Papelaria","Doença do Trabalho-Com Cat","13","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Outros Art. de Usos Pessoal e Dom","Típico-Com Cat","81","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Outros Art. de Usos Pessoal e Dom","Trajeto-Com Cat","36","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Outros Art. de Usos Pessoal e Dom","Doença do Trabalho-Com Cat","9","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Combustíveis","Típico-Com Cat","320","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Combustíveis","Trajeto-Com Cat","46","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Combustíveis","Doença do Trabalho-Com Cat","23","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Produtos Extrativos De","Típico-Com Cat","60","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Produtos Extrativos De","Trajeto-Com Cat","3","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Produtos Extrativos De","Doença do Trabalho-Com Cat","11","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Cmerc Atacad de Madeira/Material de Construçã","Típico-Com Cat","580","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Cmerc Atacad de Madeira/Material de Construçã","Trajeto-Com Cat","66","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Cmerc Atacad de Madeira/Material de Construçã","Doença do Trabalho-Com Cat","21","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Produtos Químicos","Típico-Com Cat","114","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Produtos Químicos","Trajeto-Com Cat","14","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Produtos Químicos","Doença do Trabalho-Com Cat","9","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Resíduos e Sucatas","Típico-Com Cat","379","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Resíduos e Sucatas","Trajeto-Com Cat","27","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Resíduos e Sucatas","Doença do Trabalho-Com Cat","7","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Outros Prod Intermed não Agropecu","Típico-Com Cat","84","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Outros Prod Intermed não Agropecu","Trajeto-Com Cat","5","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Outros Prod Intermed não Agropecu","Doença do Trabalho-Com Cat","6","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas/Aparelhos e E","Típico-Com Cat","43","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas/Aparelhos e E","Trajeto-Com Cat","3","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas/Aparelhos e E","Doença do Trabalho-Com Cat","3","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas e Equip. Para","Típico-Com Cat","54","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas e Equip. Para","Trajeto-Com Cat","5","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas e Equip. Para","Doença do Trabalho-Com Cat","2","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas e Equipamento","Típico-Com Cat","25","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas e Equipamento","Trajeto-Com Cat","16","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Maquinas e Equipamento","Doença do Trabalho-Com Cat","0","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Maq/Apar e Equip p/ Usos Ind./Tec","Típico-Com Cat","211","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Maq/Apar e Equip p/ Usos Ind./Tec","Trajeto-Com Cat","24","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Atac de Maq/Apar e Equip p/ Usos Ind./Tec","Doença do Trabalho-Com Cat","12","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Mercadorias em Geral (","Típico-Com Cat","648","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Mercadorias em Geral (","Trajeto-Com Cat","123","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Atacadista de Mercadorias em Geral (","Doença do Trabalho-Com Cat","36","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comerc Atacadista Especializado em Mercadoria","Típico-Com Cat","583","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comerc Atacadista Especializado em Mercadoria","Trajeto-Com Cat","63","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comerc Atacadista Especializado em Mercadoria","Doença do Trabalho-Com Cat","40","Com Cat Registrada","Comércio por atacado e interm.do comércio","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc em Geral Predom Aliment/área V","Típico-Com Cat","1536","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc em Geral Predom Aliment/área V","Trajeto-Com Cat","182","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc em Geral Predom Aliment/área V","Doença do Trabalho-Com Cat","165","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Alimentar Venda 3","Típico-Com Cat","3957","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Alimentar Venda 3","Trajeto-Com Cat","629","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Alimentar Venda 3","Doença do Trabalho-Com Cat","272","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Aliment/Ar Venda","Típico-Com Cat","663","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Aliment/Ar Venda","Trajeto-Com Cat","144","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Aliment/Ar Venda","Doença do Trabalho-Com Cat","42","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Alim Industrializ","Típico-Com Cat","114","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Alim Industrializ","Trajeto-Com Cat","19","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Merc Geral/Predom Alim Industrializ","Doença do Trabalho-Com Cat","9","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej não Especializado/Sem Predominância","Típico-Com Cat","219","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej não Especializado/Sem Predominância","Trajeto-Com Cat","70","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej não Especializado/Sem Predominância","Doença do Trabalho-Com Cat","13","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comerc Varejista de Produtos de Padaria/De La","Típico-Com Cat","751","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comerc Varejista de Produtos de Padaria/De La","Trajeto-Com Cat","127","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comerc Varejista de Produtos de Padaria/De La","Doença do Trabalho-Com Cat","33","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio  Varejista de Doces/ Balas/ Bombons/","Típico-Com Cat","81","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio  Varejista de Doces/ Balas/ Bombons/","Trajeto-Com Cat","29","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio  Varejista de Doces/ Balas/ Bombons/","Doença do Trabalho-Com Cat","4","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Carnes - Açougues","Típico-Com Cat","462","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Carnes - Açougues","Trajeto-Com Cat","60","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Carnes - Açougues","Doença do Trabalho-Com Cat","10","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Bebidas","Típico-Com Cat","214","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Bebidas","Trajeto-Com Cat","76","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Bebidas","Doença do Trabalho-Com Cat","6","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Outros Prod Alimentícios não Especi","Típico-Com Cat","474","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Outros Prod Alimentícios não Especi","Trajeto-Com Cat","87","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Outros Prod Alimentícios não Especi","Doença do Trabalho-Com Cat","24","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Tecidos e Artigos de Ar","Típico-Com Cat","126","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Tecidos e Artigos de Ar","Trajeto-Com Cat","62","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Tecidos e Artigos de Ar","Doença do Trabalho-Com Cat","31","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Artigos do Vestuário e","Típico-Com Cat","623","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Artigos do Vestuário e","Trajeto-Com Cat","276","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Artigos do Vestuário e","Doença do Trabalho-Com Cat","85","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Calcados/ Artigos de Co","Típico-Com Cat","176","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Calcados/ Artigos de Co","Trajeto-Com Cat","89","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Calcados/ Artigos de Co","Doença do Trabalho-Com Cat","17","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Prod Farmaceut/Art. Médicos e Ortop","Típico-Com Cat","534","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Prod Farmaceut/Art. Médicos e Ortop","Trajeto-Com Cat","341","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Prod Farmaceut/Art. Médicos e Ortop","Doença do Trabalho-Com Cat","23","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Maq e Apar Usos Domestic e Pessoal/","Típico-Com Cat","417","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Maq e Apar Usos Domestic e Pessoal/","Trajeto-Com Cat","129","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Maq e Apar Usos Domestic e Pessoal/","Doença do Trabalho-Com Cat","24","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Moveis/Artigos de Iluminação e Outr","Típico-Com Cat","482","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Moveis/Artigos de Iluminação e Outr","Trajeto-Com Cat","141","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Moveis/Artigos de Iluminação e Outr","Doença do Trabalho-Com Cat","19","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Var Mat. Constr/Ferrag/Ferram Manuais e P","Típico-Com Cat","3603","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Var Mat. Constr/Ferrag/Ferram Manuais e P","Trajeto-Com Cat","422","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Var Mat. Constr/Ferrag/Ferram Manuais e P","Doença do Trabalho-Com Cat","104","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Equipament e Mater para Escritório/","Típico-Com Cat","230","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Equipament e Mater para Escritório/","Trajeto-Com Cat","78","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Equipament e Mater para Escritório/","Doença do Trabalho-Com Cat","21","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Livros/ Jornais/ Revist","Típico-Com Cat","173","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Livros/ Jornais/ Revist","Trajeto-Com Cat","82","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Livros/ Jornais/ Revist","Doença do Trabalho-Com Cat","25","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Gás Liquefeito de Petró","Típico-Com Cat","582","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Gás Liquefeito de Petró","Trajeto-Com Cat","113","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Gás Liquefeito de Petró","Doença do Trabalho-Com Cat","30","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Outros Produtos não Esp","Típico-Com Cat","2828","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Outros Produtos não Esp","Trajeto-Com Cat","490","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Outros Produtos não Esp","Doença do Trabalho-Com Cat","139","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Artigos Usados/ em Loja","Típico-Com Cat","55","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Artigos Usados/ em Loja","Trajeto-Com Cat","3","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Artigos Usados/ em Loja","Doença do Trabalho-Com Cat","4","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Art. em Geral/Por Catal","Típico-Com Cat","20","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Art. em Geral/Por Catal","Trajeto-Com Cat","0","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Comercio Varejista de Art. em Geral/Por Catal","Doença do Trabalho-Com Cat","3","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Realizado em Vias Public/Postos Mov","Típico-Com Cat","9","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Realizado em Vias Public/Postos Mov","Trajeto-Com Cat","1","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Com Varej Realizado em Vias Public/Postos Mov","Doença do Trabalho-Com Cat","2","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao e Manutenção de Maquinas e de Apare","Típico-Com Cat","296","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao e Manutenção de Maquinas e de Apare","Trajeto-Com Cat","48","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao e Manutenção de Maquinas e de Apare","Doença do Trabalho-Com Cat","11","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao de Calcados","Típico-Com Cat","13","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao de Calcados","Trajeto-Com Cat","3","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao de Calcados","Doença do Trabalho-Com Cat","1","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao de Outros Objetos Pessoais e Domést","Típico-Com Cat","211","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao de Outros Objetos Pessoais e Domést","Trajeto-Com Cat","29","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Reparacao de Outros Objetos Pessoais e Domést","Doença do Trabalho-Com Cat","8","Com Cat Registrada","Comércio varej.rep.objetos pessoais e doméstic","Com.rep.veíc.auto.,objetos pessoais e doméstic"
"2000","Estabelecimentos Hoteleiros/ com Restaurante","Típico-Com Cat","895","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Estabelecimentos Hoteleiros/ com Restaurante","Trajeto-Com Cat","147","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Estabelecimentos Hoteleiros/ com Restaurante","Doença do Trabalho-Com Cat","43","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Estabelecimentos Hoteleiros/ sem Restaurante","Típico-Com Cat","182","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Estabelecimentos Hoteleiros/ sem Restaurante","Trajeto-Com Cat","44","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Estabelecimentos Hoteleiros/ sem Restaurante","Doença do Trabalho-Com Cat","11","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Outros Tipos de Alojamento","Típico-Com Cat","61","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Outros Tipos de Alojamento","Trajeto-Com Cat","17","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Outros Tipos de Alojamento","Doença do Trabalho-Com Cat","3","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Restaurantes e Estabelecimentos de Bebidas/ C","Típico-Com Cat","1632","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Restaurantes e Estabelecimentos de Bebidas/ C","Trajeto-Com Cat","402","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Restaurantes e Estabelecimentos de Bebidas/ C","Doença do Trabalho-Com Cat","69","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Lanchonetes e Similares","Típico-Com Cat","1303","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
"2000","Lanchonetes e Similares","Trajeto-Com Cat","286","Com Cat Registrada","Alojamento e alimentação","Alojamento e alimentação"
