"Ano","CBO","Motivo/Situação","Qte Acidentes","Situacao"
"2008","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2008","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","35","Com Cat Registrada"
"2008","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","87","Com Cat Registrada"
"2008","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2008","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","29","Com Cat Registrada"
"2008","Gerentes","Típico-Com Cat","2654","Com Cat Registrada"
"2008","Gerentes","Doença do Trabalho-Com Cat","695","Com Cat Registrada"
"2008","Gerentes","Trajeto-Com Cat","1040","Com Cat Registrada"
"2008","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","59","Com Cat Registrada"
"2008","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2008","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","25","Com Cat Registrada"
"2008","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","1038","Com Cat Registrada"
"2008","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","104","Com Cat Registrada"
"2008","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","691","Com Cat Registrada"
"2008","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","4357","Com Cat Registrada"
"2008","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","86","Com Cat Registrada"
"2008","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","782","Com Cat Registrada"
"2008","Profissionais do Ensino","Típico-Com Cat","1167","Com Cat Registrada"
"2008","Profissionais do Ensino","Doença do Trabalho-Com Cat","100","Com Cat Registrada"
"2008","Profissionais do Ensino","Trajeto-Com Cat","578","Com Cat Registrada"
"2008","Profissionais das Ciências Jurídicas","Típico-Com Cat","66","Com Cat Registrada"
"2008","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","19","Com Cat Registrada"
"2008","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","65","Com Cat Registrada"
"2008","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","1648","Com Cat Registrada"
"2008","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","448","Com Cat Registrada"
"2008","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","1165","Com Cat Registrada"
"2008","Comunicadores, Artistas e Religiosos","Típico-Com Cat","386","Com Cat Registrada"
"2008","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","59","Com Cat Registrada"
"2008","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","220","Com Cat Registrada"
"2008","Técnicos Polivalentes","Típico-Com Cat","627","Com Cat Registrada"
"2008","Técnicos Polivalentes","Doença do Trabalho-Com Cat","8","Com Cat Registrada"
"2008","Técnicos Polivalentes","Trajeto-Com Cat","141","Com Cat Registrada"
"2008","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","5918","Com Cat Registrada"
"2008","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","253","Com Cat Registrada"
"2008","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","1735","Com Cat Registrada"
"2008","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","23425","Com Cat Registrada"
"2008","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","348","Com Cat Registrada"
"2008","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","3720","Com Cat Registrada"
"2008","Professores Leigos e de Nível Médio","Típico-Com Cat","772","Com Cat Registrada"
"2008","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","47","Com Cat Registrada"
"2008","Professores Leigos e de Nível Médio","Trajeto-Com Cat","396","Com Cat Registrada"
"2008","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1000","Com Cat Registrada"
"2008","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","53","Com Cat Registrada"
"2008","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","302","Com Cat Registrada"
"2008","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2627","Com Cat Registrada"
"2008","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","358","Com Cat Registrada"
"2008","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","1749","Com Cat Registrada"
"2008","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","852","Com Cat Registrada"
"2008","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","58","Com Cat Registrada"
"2008","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","259","Com Cat Registrada"
"2008","Outros Técnicos de Nível Médio","Típico-Com Cat","2322","Com Cat Registrada"
"2008","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","173","Com Cat Registrada"
"2008","Outros Técnicos de Nível Médio","Trajeto-Com Cat","676","Com Cat Registrada"
"2008","Escriturários","Típico-Com Cat","26789","Com Cat Registrada"
"2008","Escriturários","Doença do Trabalho-Com Cat","2728","Com Cat Registrada"
"2008","Escriturários","Trajeto-Com Cat","11313","Com Cat Registrada"
"2008","Trabalhadores de Atendimento ao Público","Típico-Com Cat","5260","Com Cat Registrada"
"2008","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","1212","Com Cat Registrada"
"2008","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","5000","Com Cat Registrada"
"2008","Trabalhadores dos Serviços","Típico-Com Cat","56133","Com Cat Registrada"
"2008","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","1921","Com Cat Registrada"
"2008","Trabalhadores dos Serviços","Trajeto-Com Cat","16494","Com Cat Registrada"
"2008","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","12064","Com Cat Registrada"
"2008","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","449","Com Cat Registrada"
"2008","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","6135","Com Cat Registrada"
"2008","Produtores na Exploração Agropecuária","Típico-Com Cat","350","Com Cat Registrada"
"2008","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2008","Produtores na Exploração Agropecuária","Trajeto-Com Cat","27","Com Cat Registrada"
"2008","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","33409","Com Cat Registrada"
"2008","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","259","Com Cat Registrada"
"2008","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","2178","Com Cat Registrada"
"2008","Pescadores e Extrativistas Florestais","Típico-Com Cat","3520","Com Cat Registrada"
"2008","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","74","Com Cat Registrada"
"2008","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","213","Com Cat Registrada"
"2008","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","2782","Com Cat Registrada"
"2008","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","58","Com Cat Registrada"
"2008","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","296","Com Cat Registrada"
"2008","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","40712","Com Cat Registrada"
"2008","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","1165","Com Cat Registrada"
"2008","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","4397","Com Cat Registrada"
"2008","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","46556","Com Cat Registrada"
"2008","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","2348","Com Cat Registrada"
"2008","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","4482","Com Cat Registrada"
"2008","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5870","Com Cat Registrada"
"2008","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","738","Com Cat Registrada"
"2008","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","1093","Com Cat Registrada"
"2008","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","155","Com Cat Registrada"
"2008","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","10","Com Cat Registrada"
"2008","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","38","Com Cat Registrada"
"2008","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1548","Com Cat Registrada"
"2008","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","44","Com Cat Registrada"
"2008","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","242","Com Cat Registrada"
"2008","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","14038","Com Cat Registrada"
"2008","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","863","Com Cat Registrada"
"2008","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","3189","Com Cat Registrada"
"2008","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","7680","Com Cat Registrada"
"2008","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","215","Com Cat Registrada"
"2008","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","915","Com Cat Registrada"
"2008","Trabalhadores de Funções Transversais","Típico-Com Cat","62046","Com Cat Registrada"
"2008","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","2397","Com Cat Registrada"
"2008","Trabalhadores de Funções Transversais","Trajeto-Com Cat","10434","Com Cat Registrada"
"2008","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","7677","Com Cat Registrada"
"2008","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","426","Com Cat Registrada"
"2008","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","947","Com Cat Registrada"
"2008","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","6946","Com Cat Registrada"
"2008","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","230","Com Cat Registrada"
"2008","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","535","Com Cat Registrada"
"2008","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1564","Com Cat Registrada"
"2008","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","36","Com Cat Registrada"
"2008","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","136","Com Cat Registrada"
"2008","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","20357","Com Cat Registrada"
"2008","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","1154","Com Cat Registrada"
"2008","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","2090","Com Cat Registrada"
"2008","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","7755","Com Cat Registrada"
"2008","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","468","Com Cat Registrada"
"2008","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","951","Com Cat Registrada"
"2008","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","15055","Com Cat Registrada"
"2008","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","338","Com Cat Registrada"
"2008","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","1680","Com Cat Registrada"
"2008","Polimantenedores","Típico-Com Cat","3535","Com Cat Registrada"
"2008","Polimantenedores","Doença do Trabalho-Com Cat","98","Com Cat Registrada"
"2008","Polimantenedores","Trajeto-Com Cat","626","Com Cat Registrada"
"2008","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","10891","Com Cat Registrada"
"2008","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","300","Com Cat Registrada"
"2008","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","1649","Com Cat Registrada"
"2008","Ignorado","Sem Cat","203259","Sem Cat Registrada"
"2008","Ignorado","Sem Cat","1540","Sem Cat Registrada"
"2008","Ignorado","Sem Cat","37","Sem Cat Registrada"
"2008","Ignorado","Sem Cat","121","Sem Cat Registrada"
"2010","Ignorado","Típico-Com Cat","14","Com Cat Registrada"
"2010","Ignorado","Trajeto-Com Cat","3","Com Cat Registrada"
"2010","Membros das Forças Armadas","Típico-Com Cat","7","Com Cat Registrada"
"2010","Membros das Forças Armadas","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2010","Policiais Militares","Típico-Com Cat","6","Com Cat Registrada"
"2010","Policiais Militares","Trajeto-Com Cat","1","Com Cat Registrada"
"2010","Bombeiros Militares","Típico-Com Cat","3","Com Cat Registrada"
"2010","Bombeiros Militares","Trajeto-Com Cat","4","Com Cat Registrada"
"2010","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","122","Com Cat Registrada"
"2010","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","4","Com Cat Registrada"
"2010","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","56","Com Cat Registrada"
"2010","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","99","Com Cat Registrada"
"2010","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","6","Com Cat Registrada"
"2010","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","43","Com Cat Registrada"
"2010","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","89","Com Cat Registrada"
"2010","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2010","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","43","Com Cat Registrada"
"2010","Gerentes","Típico-Com Cat","2420","Com Cat Registrada"
"2010","Gerentes","Doença do Trabalho-Com Cat","536","Com Cat Registrada"
"2010","Gerentes","Trajeto-Com Cat","1069","Com Cat Registrada"
"2010","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","52","Com Cat Registrada"
"2010","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2010","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","28","Com Cat Registrada"
"2010","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","984","Com Cat Registrada"
"2010","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","64","Com Cat Registrada"
"2010","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","873","Com Cat Registrada"
"2010","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","4947","Com Cat Registrada"
"2010","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","86","Com Cat Registrada"
"2010","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","996","Com Cat Registrada"
"2010","Profissionais do Ensino","Típico-Com Cat","1338","Com Cat Registrada"
"2010","Profissionais do Ensino","Doença do Trabalho-Com Cat","66","Com Cat Registrada"
"2010","Profissionais do Ensino","Trajeto-Com Cat","749","Com Cat Registrada"
"2010","Profissionais das Ciências Jurídicas","Típico-Com Cat","65","Com Cat Registrada"
"2010","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","12","Com Cat Registrada"
"2010","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","64","Com Cat Registrada"
"2010","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","1662","Com Cat Registrada"
"2010","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","326","Com Cat Registrada"
"2010","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","1426","Com Cat Registrada"
"2010","Comunicadores, Artistas e Religiosos","Típico-Com Cat","364","Com Cat Registrada"
"2010","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","35","Com Cat Registrada"
"2010","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","232","Com Cat Registrada"
"2010","Profissionais em Gastronomia","Típico-Com Cat","1","Com Cat Registrada"
"2010","Profissionais em Gastronomia","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2010","Técnicos Polivalentes","Típico-Com Cat","650","Com Cat Registrada"
"2010","Técnicos Polivalentes","Doença do Trabalho-Com Cat","15","Com Cat Registrada"
"2010","Técnicos Polivalentes","Trajeto-Com Cat","144","Com Cat Registrada"
"2010","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","6081","Com Cat Registrada"
"2010","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","266","Com Cat Registrada"
"2010","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","2161","Com Cat Registrada"
"2010","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","26278","Com Cat Registrada"
"2010","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","303","Com Cat Registrada"
"2010","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","4366","Com Cat Registrada"
"2010","Professores Leigos e de Nível Médio","Típico-Com Cat","934","Com Cat Registrada"
"2010","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","44","Com Cat Registrada"
"2010","Professores Leigos e de Nível Médio","Trajeto-Com Cat","534","Com Cat Registrada"
"2010","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1076","Com Cat Registrada"
"2010","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","41","Com Cat Registrada"
"2010","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","337","Com Cat Registrada"
"2010","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2461","Com Cat Registrada"
"2010","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","303","Com Cat Registrada"
"2010","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","1789","Com Cat Registrada"
"2010","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","866","Com Cat Registrada"
"2010","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","52","Com Cat Registrada"
"2010","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","303","Com Cat Registrada"
"2010","Outros Técnicos de Nível Médio","Típico-Com Cat","2177","Com Cat Registrada"
"2010","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","159","Com Cat Registrada"
"2010","Outros Técnicos de Nível Médio","Trajeto-Com Cat","831","Com Cat Registrada"
"2010","Escriturários","Típico-Com Cat","27043","Com Cat Registrada"
"2010","Escriturários","Doença do Trabalho-Com Cat","2204","Com Cat Registrada"
"2010","Escriturários","Trajeto-Com Cat","12838","Com Cat Registrada"
"2010","Trabalhadores de Atendimento ao Público","Típico-Com Cat","6012","Com Cat Registrada"
"2010","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","816","Com Cat Registrada"
"2010","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","5425","Com Cat Registrada"
"2010","Trabalhadores dos Serviços","Típico-Com Cat","55195","Com Cat Registrada"
"2010","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","1623","Com Cat Registrada"
"2010","Trabalhadores dos Serviços","Trajeto-Com Cat","17463","Com Cat Registrada"
"2010","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","12750","Com Cat Registrada"
"2010","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","443","Com Cat Registrada"
"2010","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","6398","Com Cat Registrada"
"2010","Produtores na Exploração Agropecuária","Típico-Com Cat","222","Com Cat Registrada"
"2010","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2010","Produtores na Exploração Agropecuária","Trajeto-Com Cat","30","Com Cat Registrada"
"2010","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","28095","Com Cat Registrada"
"2010","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","244","Com Cat Registrada"
"2010","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","1948","Com Cat Registrada"
"2010","Pescadores e Extrativistas Florestais","Típico-Com Cat","2520","Com Cat Registrada"
"2010","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","50","Com Cat Registrada"
"2010","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","194","Com Cat Registrada"
"2010","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","2904","Com Cat Registrada"
"2010","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","40","Com Cat Registrada"
"2010","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","270","Com Cat Registrada"
"2010","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","41778","Com Cat Registrada"
"2010","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","1116","Com Cat Registrada"
"2010","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","5144","Com Cat Registrada"
"2010","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","39871","Com Cat Registrada"
"2010","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","1915","Com Cat Registrada"
"2010","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","4556","Com Cat Registrada"
"2010","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5367","Com Cat Registrada"
"2010","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","541","Com Cat Registrada"
"2010","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","1131","Com Cat Registrada"
"2010","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","129","Com Cat Registrada"
"2010","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","19","Com Cat Registrada"
"2010","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","29","Com Cat Registrada"
"2010","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1464","Com Cat Registrada"
"2010","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","59","Com Cat Registrada"
"2010","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","218","Com Cat Registrada"
"2010","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","11197","Com Cat Registrada"
"2010","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","639","Com Cat Registrada"
"2010","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","3266","Com Cat Registrada"
"2010","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","6739","Com Cat Registrada"
"2010","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","194","Com Cat Registrada"
"2010","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","873","Com Cat Registrada"
"2010","Trabalhadores de Funções Transversais","Típico-Com Cat","59173","Com Cat Registrada"
"2010","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","2300","Com Cat Registrada"
"2010","Trabalhadores de Funções Transversais","Trajeto-Com Cat","11261","Com Cat Registrada"
"2010","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","7601","Com Cat Registrada"
"2010","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","287","Com Cat Registrada"
"2010","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","931","Com Cat Registrada"
"2010","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","5313","Com Cat Registrada"
"2010","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","178","Com Cat Registrada"
"2010","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","498","Com Cat Registrada"
"2010","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1365","Com Cat Registrada"
"2010","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","25","Com Cat Registrada"
"2010","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","154","Com Cat Registrada"
"2010","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","18409","Com Cat Registrada"
"2010","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","1195","Com Cat Registrada"
"2010","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","1986","Com Cat Registrada"
"2010","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","6909","Com Cat Registrada"
"2010","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","380","Com Cat Registrada"
"2010","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","948","Com Cat Registrada"
"2010","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","14138","Com Cat Registrada"
"2010","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","352","Com Cat Registrada"
"2010","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","1799","Com Cat Registrada"
"2010","Polimantenedores","Típico-Com Cat","3318","Com Cat Registrada"
"2010","Polimantenedores","Doença do Trabalho-Com Cat","49","Com Cat Registrada"
"2010","Polimantenedores","Trajeto-Com Cat","674","Com Cat Registrada"
"2010","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","7087","Com Cat Registrada"
"2010","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","179","Com Cat Registrada"
"2010","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","1235","Com Cat Registrada"
"2010","Ignorado","Sem Cat","178425","Sem Cat Registrada"
"2010","Ignorado","Sem Cat","1144","Sem Cat Registrada"
"2010","Ignorado","Sem Cat","14","Sem Cat Registrada"
"2010","Ignorado","Sem Cat","98","Sem Cat Registrada"
"2011","Ignorado","Típico-Com Cat","12","Com Cat Registrada"
"2011","Ignorado","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2011","Membros das Forças Armadas","Típico-Com Cat","2","Com Cat Registrada"
"2011","Membros das Forças Armadas","Trajeto-Com Cat","3","Com Cat Registrada"
"2011","Policiais Militares","Típico-Com Cat","1","Com Cat Registrada"
"2011","Policiais Militares","Trajeto-Com Cat","3","Com Cat Registrada"
"2011","Bombeiros Militares","Típico-Com Cat","1","Com Cat Registrada"
"2011","Bombeiros Militares","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2011","Bombeiros Militares","Trajeto-Com Cat","2","Com Cat Registrada"
"2011","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","119","Com Cat Registrada"
"2011","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2011","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","76","Com Cat Registrada"
"2011","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","89","Com Cat Registrada"
"2011","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","8","Com Cat Registrada"
"2011","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","44","Com Cat Registrada"
"2011","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","91","Com Cat Registrada"
"2011","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2011","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","41","Com Cat Registrada"
