"Ano","Unidade da Federação","Motivo/Situação","Qte Acidentes"
"2001","Minas Gerais","Trajeto-Com Cat","3569"
"2001","Minas Gerais","Doença do Trabalho-Com Cat","1588"
"2001","Espírito Santo","Típico-Com Cat","6223"
"2001","Espírito Santo","Trajeto-Com Cat","851"
"2001","Espírito Santo","Doença do Trabalho-Com Cat","372"
"2001","Rio de Janeiro","Típico-Com Cat","14577"
"2001","Rio de Janeiro","Trajeto-Com Cat","3538"
"2001","Rio de Janeiro","Doença do Trabalho-Com Cat","1198"
"2001","São Paulo","Típico-Com Cat","110725"
"2001","São Paulo","Trajeto-Com Cat","15203"
"2001","São Paulo","Doença do Trabalho-Com Cat","8008"
"2001","Paraná","Típico-Com Cat","20312"
"2001","Paraná","Trajeto-Com Cat","2224"
"2001","Paraná","Doença do Trabalho-Com Cat","695"
"2001","Santa Catarina","Típico-Com Cat","22614"
"2001","Santa Catarina","Trajeto-Com Cat","2663"
"2001","Santa Catarina","Doença do Trabalho-Com Cat","611"
"2001","Rio Grande do Sul","Típico-Com Cat","30190"
"2001","Rio Grande do Sul","Trajeto-Com Cat","3108"
"2001","Rio Grande do Sul","Doença do Trabalho-Com Cat","1994"
"2001","Mato Grosso do Sul","Típico-Com Cat","3441"
"2001","Mato Grosso do Sul","Trajeto-Com Cat","466"
"2001","Mato Grosso do Sul","Doença do Trabalho-Com Cat","110"
"2001","Mato Grosso","Típico-Com Cat","3685"
"2001","Mato Grosso","Trajeto-Com Cat","484"
"2001","Mato Grosso","Doença do Trabalho-Com Cat","83"
"2001","Goiás","Típico-Com Cat","6316"
"2001","Goiás","Trajeto-Com Cat","1133"
"2001","Goiás","Doença do Trabalho-Com Cat","275"
"2001","Distrito Federal","Típico-Com Cat","2754"
"2001","Distrito Federal","Trajeto-Com Cat","606"
"2001","Distrito Federal","Doença do Trabalho-Com Cat","283"
"2002","Rondônia","Típico-Com Cat","1665"
"2002","Rondônia","Trajeto-Com Cat","263"
"2002","Rondônia","Doença do Trabalho-Com Cat","68"
"2002","Acre","Típico-Com Cat","245"
"2002","Acre","Trajeto-Com Cat","56"
"2002","Acre","Doença do Trabalho-Com Cat","7"
"2002","Amazonas","Típico-Com Cat","2443"
"2002","Amazonas","Trajeto-Com Cat","324"
"2002","Amazonas","Doença do Trabalho-Com Cat","319"
"2002","Roraima","Típico-Com Cat","76"
"2002","Roraima","Trajeto-Com Cat","31"
"2002","Roraima","Doença do Trabalho-Com Cat","4"
"2002","Pará","Típico-Com Cat","5289"
"2002","Pará","Trajeto-Com Cat","679"
"2002","Pará","Doença do Trabalho-Com Cat","457"
"2002","Amapá","Típico-Com Cat","225"
"2002","Amapá","Trajeto-Com Cat","57"
"2002","Amapá","Doença do Trabalho-Com Cat","11"
"2002","Tocantins","Típico-Com Cat","660"
"2002","Tocantins","Trajeto-Com Cat","111"
"2002","Tocantins","Doença do Trabalho-Com Cat","12"
"2002","Maranhão","Típico-Com Cat","1098"
"2002","Maranhão","Trajeto-Com Cat","207"
"2002","Maranhão","Doença do Trabalho-Com Cat","90"
"2002","Piauí","Típico-Com Cat","456"
"2002","Piauí","Trajeto-Com Cat","138"
"2002","Piauí","Doença do Trabalho-Com Cat","28"
"2002","Ceará","Típico-Com Cat","2771"
"2002","Ceará","Trajeto-Com Cat","704"
"2002","Ceará","Doença do Trabalho-Com Cat","269"
"2002","Rio Grande do Norte","Típico-Com Cat","1821"
"2002","Rio Grande do Norte","Trajeto-Com Cat","335"
"2002","Rio Grande do Norte","Doença do Trabalho-Com Cat","89"
"2002","Paraíba","Típico-Com Cat","1419"
"2002","Paraíba","Trajeto-Com Cat","248"
"2002","Paraíba","Doença do Trabalho-Com Cat","122"
"2002","Pernambuco","Típico-Com Cat","5462"
"2002","Pernambuco","Trajeto-Com Cat","1111"
"2002","Pernambuco","Doença do Trabalho-Com Cat","493"
"2002","Alagoas","Típico-Com Cat","2770"
"2002","Alagoas","Trajeto-Com Cat","240"
"2002","Alagoas","Doença do Trabalho-Com Cat","30"
"2002","Sergipe","Típico-Com Cat","1226"
"2002","Sergipe","Trajeto-Com Cat","184"
"2002","Sergipe","Doença do Trabalho-Com Cat","204"
"2002","Bahia","Típico-Com Cat","9020"
"2002","Bahia","Trajeto-Com Cat","1307"
"2002","Bahia","Doença do Trabalho-Com Cat","1756"
"2002","Minas Gerais","Típico-Com Cat","33183"
"2002","Minas Gerais","Trajeto-Com Cat","4050"
"2002","Minas Gerais","Doença do Trabalho-Com Cat","1704"
"2002","Espírito Santo","Típico-Com Cat","7179"
"2002","Espírito Santo","Trajeto-Com Cat","946"
"2002","Espírito Santo","Doença do Trabalho-Com Cat","428"
"2002","Rio de Janeiro","Típico-Com Cat","19864"
"2002","Rio de Janeiro","Trajeto-Com Cat","4500"
"2002","Rio de Janeiro","Doença do Trabalho-Com Cat","1755"
"2002","São Paulo","Típico-Com Cat","126636"
"2002","São Paulo","Trajeto-Com Cat","18595"
"2002","São Paulo","Doença do Trabalho-Com Cat","9536"
"2002","Paraná","Típico-Com Cat","23957"
"2002","Paraná","Trajeto-Com Cat","2847"
"2002","Paraná","Doença do Trabalho-Com Cat","906"
"2002","Santa Catarina","Típico-Com Cat","23830"
"2002","Santa Catarina","Trajeto-Com Cat","3117"
"2002","Santa Catarina","Doença do Trabalho-Com Cat","716"
"2002","Rio Grande do Sul","Típico-Com Cat","33747"
"2002","Rio Grande do Sul","Trajeto-Com Cat","3466"
"2002","Rio Grande do Sul","Doença do Trabalho-Com Cat","2421"
"2002","Mato Grosso do Sul","Típico-Com Cat","4098"
"2002","Mato Grosso do Sul","Trajeto-Com Cat","640"
"2002","Mato Grosso do Sul","Doença do Trabalho-Com Cat","94"
"2002","Mato Grosso","Típico-Com Cat","4265"
"2002","Mato Grosso","Trajeto-Com Cat","558"
"2002","Mato Grosso","Doença do Trabalho-Com Cat","110"
"2002","Goiás","Típico-Com Cat","7130"
"2002","Goiás","Trajeto-Com Cat","1416"
"2002","Goiás","Doença do Trabalho-Com Cat","288"
"2002","Distrito Federal","Típico-Com Cat","3344"
"2002","Distrito Federal","Trajeto-Com Cat","751"
"2002","Distrito Federal","Doença do Trabalho-Com Cat","394"
"2003","Rondônia","Típico-Com Cat","1718"
"2003","Rondônia","Trajeto-Com Cat","288"
"2003","Rondônia","Doença do Trabalho-Com Cat","74"
"2003","Acre","Típico-Com Cat","250"
"2003","Acre","Trajeto-Com Cat","47"
"2003","Acre","Doença do Trabalho-Com Cat","8"
"2003","Amazonas","Típico-Com Cat","2714"
"2003","Amazonas","Trajeto-Com Cat","400"
"2003","Amazonas","Doença do Trabalho-Com Cat","418"
"2003","Roraima","Típico-Com Cat","78"
"2003","Roraima","Trajeto-Com Cat","28"
"2003","Roraima","Doença do Trabalho-Com Cat","11"
"2003","Pará","Típico-Com Cat","5663"
"2003","Pará","Trajeto-Com Cat","683"
"2003","Pará","Doença do Trabalho-Com Cat","398"
"2003","Amapá","Típico-Com Cat","188"
"2003","Amapá","Trajeto-Com Cat","45"
"2003","Amapá","Doença do Trabalho-Com Cat","2"
"2003","Tocantins","Típico-Com Cat","759"
"2003","Tocantins","Trajeto-Com Cat","129"
"2003","Tocantins","Doença do Trabalho-Com Cat","25"
"2003","Maranhão","Típico-Com Cat","1453"
"2003","Maranhão","Trajeto-Com Cat","257"
"2003","Maranhão","Doença do Trabalho-Com Cat","87"
"2003","Piauí","Típico-Com Cat","509"
"2003","Piauí","Trajeto-Com Cat","186"
"2003","Piauí","Doença do Trabalho-Com Cat","44"
"2003","Ceará","Típico-Com Cat","3048"
"2003","Ceará","Trajeto-Com Cat","792"
"2003","Ceará","Doença do Trabalho-Com Cat","288"
"2003","Rio Grande do Norte","Típico-Com Cat","2099"
"2003","Rio Grande do Norte","Trajeto-Com Cat","332"
"2003","Rio Grande do Norte","Doença do Trabalho-Com Cat","129"
"2003","Paraíba","Típico-Com Cat","1470"
"2003","Paraíba","Trajeto-Com Cat","261"
"2003","Paraíba","Doença do Trabalho-Com Cat","167"
"2003","Pernambuco","Típico-Com Cat","5704"
"2003","Pernambuco","Trajeto-Com Cat","1261"
"2003","Pernambuco","Doença do Trabalho-Com Cat","522"
"2003","Alagoas","Típico-Com Cat","3170"
"2003","Alagoas","Trajeto-Com Cat","246"
"2003","Alagoas","Doença do Trabalho-Com Cat","53"
"2003","Sergipe","Típico-Com Cat","1115"
"2003","Sergipe","Trajeto-Com Cat","203"
"2003","Sergipe","Doença do Trabalho-Com Cat","188"
"2003","Bahia","Típico-Com Cat","9610"
"2003","Bahia","Trajeto-Com Cat","1363"
"2003","Bahia","Doença do Trabalho-Com Cat","2020"
"2003","Minas Gerais","Típico-Com Cat","35321"
"2003","Minas Gerais","Trajeto-Com Cat","4559"
"2003","Minas Gerais","Doença do Trabalho-Com Cat","1648"
"2003","Espírito Santo","Típico-Com Cat","7131"
"2003","Espírito Santo","Trajeto-Com Cat","1009"
"2003","Espírito Santo","Doença do Trabalho-Com Cat","316"
"2003","Rio de Janeiro","Típico-Com Cat","19430"
"2003","Rio de Janeiro","Trajeto-Com Cat","4537"
"2003","Rio de Janeiro","Doença do Trabalho-Com Cat","2447"
"2003","São Paulo","Típico-Com Cat","122141"
"2003","São Paulo","Trajeto-Com Cat","19298"
"2003","São Paulo","Doença do Trabalho-Com Cat","9682"
"2003","Paraná","Típico-Com Cat","24959"
"2003","Paraná","Trajeto-Com Cat","3177"
"2003","Paraná","Doença do Trabalho-Com Cat","1044"
"2003","Santa Catarina","Típico-Com Cat","22660"
"2003","Santa Catarina","Trajeto-Com Cat","2960"
"2003","Santa Catarina","Doença do Trabalho-Com Cat","727"
"2003","Rio Grande do Sul","Típico-Com Cat","33817"
"2003","Rio Grande do Sul","Trajeto-Com Cat","3881"
"2003","Rio Grande do Sul","Doença do Trabalho-Com Cat","2437"
"2003","Mato Grosso do Sul","Típico-Com Cat","4337"
"2003","Mato Grosso do Sul","Trajeto-Com Cat","624"
"2003","Mato Grosso do Sul","Doença do Trabalho-Com Cat","130"
"2003","Mato Grosso","Típico-Com Cat","4840"
"2003","Mato Grosso","Trajeto-Com Cat","699"
"2003","Mato Grosso","Doença do Trabalho-Com Cat","246"
"2003","Goiás","Típico-Com Cat","8202"
"2003","Goiás","Trajeto-Com Cat","1611"
"2003","Goiás","Doença do Trabalho-Com Cat","297"
"2003","Distrito Federal","Típico-Com Cat","3191"
"2003","Distrito Federal","Trajeto-Com Cat","766"
"2003","Distrito Federal","Doença do Trabalho-Com Cat","450"
"2004","Rondônia","Típico-Com Cat","1931"
"2004","Rondônia","Trajeto-Com Cat","339"
"2004","Rondônia","Doença do Trabalho-Com Cat","107"
"2004","Acre","Típico-Com Cat","280"
"2004","Acre","Trajeto-Com Cat","75"
"2004","Acre","Doença do Trabalho-Com Cat","11"
"2004","Amazonas","Típico-Com Cat","3497"
"2004","Amazonas","Trajeto-Com Cat","437"
"2004","Amazonas","Doença do Trabalho-Com Cat","394"
"2004","Roraima","Típico-Com Cat","71"
"2004","Roraima","Trajeto-Com Cat","43"
"2004","Roraima","Doença do Trabalho-Com Cat","5"
"2004","Pará","Típico-Com Cat","7331"
"2004","Pará","Trajeto-Com Cat","850"
"2004","Pará","Doença do Trabalho-Com Cat","460"
"2004","Amapá","Típico-Com Cat","229"
"2004","Amapá","Trajeto-Com Cat","91"
"2004","Amapá","Doença do Trabalho-Com Cat","6"
"2004","Tocantins","Típico-Com Cat","1724"
"2004","Tocantins","Trajeto-Com Cat","172"
"2004","Tocantins","Doença do Trabalho-Com Cat","35"
"2004","Maranhão","Típico-Com Cat","1640"
"2004","Maranhão","Trajeto-Com Cat","302"
"2004","Maranhão","Doença do Trabalho-Com Cat","122"
"2004","Piauí","Típico-Com Cat","627"
"2004","Piauí","Trajeto-Com Cat","208"
"2004","Piauí","Doença do Trabalho-Com Cat","57"
"2004","Ceará","Típico-Com Cat","4028"
"2004","Ceará","Trajeto-Com Cat","1043"
"2004","Ceará","Doença do Trabalho-Com Cat","520"
"2004","Rio Grande do Norte","Típico-Com Cat","3030"
"2004","Rio Grande do Norte","Trajeto-Com Cat","449"
"2004","Rio Grande do Norte","Doença do Trabalho-Com Cat","131"
"2004","Paraíba","Típico-Com Cat","1641"
"2004","Paraíba","Trajeto-Com Cat","241"
"2004","Paraíba","Doença do Trabalho-Com Cat","190"
"2004","Pernambuco","Típico-Com Cat","7159"
"2004","Pernambuco","Trajeto-Com Cat","1438"
"2004","Pernambuco","Doença do Trabalho-Com Cat","524"
"2004","Alagoas","Típico-Com Cat","4181"
"2004","Alagoas","Trajeto-Com Cat","372"
"2004","Alagoas","Doença do Trabalho-Com Cat","93"
"2004","Sergipe","Típico-Com Cat","1459"
"2004","Sergipe","Trajeto-Com Cat","232"
"2004","Sergipe","Doença do Trabalho-Com Cat","203"
"2004","Bahia","Típico-Com Cat","10855"
"2004","Bahia","Trajeto-Com Cat","1639"
"2004","Bahia","Doença do Trabalho-Com Cat","2715"
"2004","Minas Gerais","Típico-Com Cat","41105"
"2004","Minas Gerais","Trajeto-Com Cat","5664"
"2004","Minas Gerais","Doença do Trabalho-Com Cat","2144"
"2004","Espírito Santo","Típico-Com Cat","8128"
"2004","Espírito Santo","Trajeto-Com Cat","1170"
"2004","Espírito Santo","Doença do Trabalho-Com Cat","402"
"2004","Rio de Janeiro","Típico-Com Cat","23429"
"2004","Rio de Janeiro","Trajeto-Com Cat","5766"
"2004","Rio de Janeiro","Doença do Trabalho-Com Cat","3030"
"2004","São Paulo","Típico-Com Cat","138716"
"2004","São Paulo","Trajeto-Com Cat","22588"
"2004","São Paulo","Doença do Trabalho-Com Cat","12108"
"2004","Paraná","Típico-Com Cat","28320"
"2004","Paraná","Trajeto-Com Cat","4080"
"2004","Paraná","Doença do Trabalho-Com Cat","1261"
"2004","Santa Catarina","Típico-Com Cat","25327"
"2004","Santa Catarina","Trajeto-Com Cat","3803"
"2004","Santa Catarina","Doença do Trabalho-Com Cat","1249"
"2004","Rio Grande do Sul","Típico-Com Cat","36636"
"2004","Rio Grande do Sul","Trajeto-Com Cat","4660"
"2004","Rio Grande do Sul","Doença do Trabalho-Com Cat","2901"
"2004","Mato Grosso do Sul","Típico-Com Cat","4974"
"2004","Mato Grosso do Sul","Trajeto-Com Cat","867"
"2004","Mato Grosso do Sul","Doença do Trabalho-Com Cat","228"
"2004","Mato Grosso","Típico-Com Cat","5694"
"2004","Mato Grosso","Trajeto-Com Cat","919"
"2004","Mato Grosso","Doença do Trabalho-Com Cat","268"
"2004","Goiás","Típico-Com Cat","9153"
"2004","Goiás","Trajeto-Com Cat","1875"
"2004","Goiás","Doença do Trabalho-Com Cat","394"
"2004","Distrito Federal","Típico-Com Cat","4006"
"2004","Distrito Federal","Trajeto-Com Cat","1012"
"2004","Distrito Federal","Doença do Trabalho-Com Cat","636"
"2005","Alagoas","Típico-Com Cat","4113"
"2005","Alagoas","Doença do Trabalho-Com Cat","104"
"2005","Alagoas","Trajeto-Com Cat","468"
"2005","Amazonas","Típico-Com Cat","4252"
"2005","Amazonas","Doença do Trabalho-Com Cat","501"
"2005","Amazonas","Trajeto-Com Cat","598"
"2005","Bahia","Típico-Com Cat","11630"
"2005","Bahia","Doença do Trabalho-Com Cat","2756"
"2005","Bahia","Trajeto-Com Cat","1883"
"2005","Ceará","Típico-Com Cat","4169"
"2005","Ceará","Doença do Trabalho-Com Cat","552"
"2005","Ceará","Trajeto-Com Cat","1236"
"2005","Mato Grosso do Sul","Típico-Com Cat","5103"
"2005","Mato Grosso do Sul","Doença do Trabalho-Com Cat","224"
"2005","Mato Grosso do Sul","Trajeto-Com Cat","993"
"2005","Espírito Santo","Típico-Com Cat","9355"
"2005","Espírito Santo","Doença do Trabalho-Com Cat","402"
"2005","Espírito Santo","Trajeto-Com Cat","1350"
"2005","Goiás","Típico-Com Cat","9824"
"2005","Goiás","Doença do Trabalho-Com Cat","427"
"2005","Goiás","Trajeto-Com Cat","2044"
"2005","Maranhão","Típico-Com Cat","2548"
"2005","Maranhão","Doença do Trabalho-Com Cat","107"
"2005","Maranhão","Trajeto-Com Cat","389"
"2005","Mato Grosso","Típico-Com Cat","5752"
"2005","Mato Grosso","Doença do Trabalho-Com Cat","278"
"2005","Mato Grosso","Trajeto-Com Cat","1050"
"2005","Minas Gerais","Típico-Com Cat","44077"
"2005","Minas Gerais","Doença do Trabalho-Com Cat","2320"
"2005","Minas Gerais","Trajeto-Com Cat","6531"
"2005","Pará","Típico-Com Cat","7401"
"2005","Pará","Doença do Trabalho-Com Cat","472"
"2005","Pará","Trajeto-Com Cat","952"
"2005","Paraíba","Típico-Com Cat","2031"
"2005","Paraíba","Doença do Trabalho-Com Cat","199"
"2005","Paraíba","Trajeto-Com Cat","321"
"2005","Paraná","Típico-Com Cat","30350"
"2005","Paraná","Doença do Trabalho-Com Cat","1710"
"2005","Paraná","Trajeto-Com Cat","4628"
"2005","Pernambuco","Típico-Com Cat","8004"
"2005","Pernambuco","Doença do Trabalho-Com Cat","599"
"2005","Pernambuco","Trajeto-Com Cat","1621"
"2005","Piauí","Típico-Com Cat","709"
"2005","Piauí","Doença do Trabalho-Com Cat","62"
"2005","Piauí","Trajeto-Com Cat","220"
"2005","Rio de Janeiro","Típico-Com Cat","25172"
"2005","Rio de Janeiro","Doença do Trabalho-Com Cat","3653"
"2005","Rio de Janeiro","Trajeto-Com Cat","6234"
"2005","Rio Grande do Norte","Típico-Com Cat","3397"
"2005","Rio Grande do Norte","Doença do Trabalho-Com Cat","169"
"2005","Rio Grande do Norte","Trajeto-Com Cat","489"
"2005","Rio Grande do Sul","Típico-Com Cat","36942"
"2005","Rio Grande do Sul","Doença do Trabalho-Com Cat","2716"
"2005","Rio Grande do Sul","Trajeto-Com Cat","4690"
"2005","Santa Catarina","Típico-Com Cat","26523"
"2005","Santa Catarina","Doença do Trabalho-Com Cat","1744"
"2005","Santa Catarina","Trajeto-Com Cat","4399"
"2005","São Paulo","Típico-Com Cat","147132"
"2005","São Paulo","Doença do Trabalho-Com Cat","12873"
"2005","São Paulo","Trajeto-Com Cat","25718"
"2005","Sergipe","Típico-Com Cat","1677"
"2005","Sergipe","Doença do Trabalho-Com Cat","251"
"2005","Sergipe","Trajeto-Com Cat","254"
"2005","Distrito Federal","Típico-Com Cat","4226"
"2005","Distrito Federal","Doença do Trabalho-Com Cat","726"
"2005","Distrito Federal","Trajeto-Com Cat","1124"
"2005","Acre","Típico-Com Cat","304"
"2005","Acre","Doença do Trabalho-Com Cat","32"
"2005","Acre","Trajeto-Com Cat","86"
"2005","Amapá","Típico-Com Cat","292"
"2005","Amapá","Doença do Trabalho-Com Cat","13"
"2005","Amapá","Trajeto-Com Cat","88"
"2005","Rondônia","Típico-Com Cat","1965"
"2005","Rondônia","Doença do Trabalho-Com Cat","169"
"2005","Rondônia","Trajeto-Com Cat","392"
"2005","Roraima","Típico-Com Cat","63"
"2005","Roraima","Doença do Trabalho-Com Cat","8"
"2005","Roraima","Trajeto-Com Cat","36"
"2005","Tocantins","Típico-Com Cat","1602"
"2005","Tocantins","Doença do Trabalho-Com Cat","29"
"2005","Tocantins","Trajeto-Com Cat","177"
"2006","Alagoas","Típico-Com Cat","5473"
"2006","Alagoas","Doença do Trabalho-Com Cat","134"
"2006","Alagoas","Trajeto-Com Cat","582"
"2006","Amazonas","Típico-Com Cat","4732"
"2006","Amazonas","Doença do Trabalho-Com Cat","851"
"2006","Amazonas","Trajeto-Com Cat","764"
"2006","Bahia","Típico-Com Cat","12159"
"2006","Bahia","Doença do Trabalho-Com Cat","2605"
"2006","Bahia","Trajeto-Com Cat","2038"
"2006","Ceará","Típico-Com Cat","4244"
"2006","Ceará","Doença do Trabalho-Com Cat","512"
"2006","Ceará","Trajeto-Com Cat","1209"
"2006","Mato Grosso do Sul","Típico-Com Cat","5242"
"2006","Mato Grosso do Sul","Doença do Trabalho-Com Cat","256"
"2006","Mato Grosso do Sul","Trajeto-Com Cat","1116"
"2006","Espírito Santo","Típico-Com Cat","9988"
"2006","Espírito Santo","Doença do Trabalho-Com Cat","365"
"2006","Espírito Santo","Trajeto-Com Cat","1617"
"2006","Goiás","Típico-Com Cat","10496"
"2006","Goiás","Doença do Trabalho-Com Cat","433"
"2006","Goiás","Trajeto-Com Cat","2250"
"2006","Maranhão","Típico-Com Cat","2169"
"2006","Maranhão","Doença do Trabalho-Com Cat","98"
"2006","Maranhão","Trajeto-Com Cat","416"
"2006","Mato Grosso","Típico-Com Cat","6335"
"2006","Mato Grosso","Doença do Trabalho-Com Cat","230"
"2006","Mato Grosso","Trajeto-Com Cat","1051"
"2006","Minas Gerais","Típico-Com Cat","43821"
"2006","Minas Gerais","Doença do Trabalho-Com Cat","2094"
"2006","Minas Gerais","Trajeto-Com Cat","6688"
"2006","Pará","Típico-Com Cat","7833"
"2006","Pará","Doença do Trabalho-Com Cat","414"
"2006","Pará","Trajeto-Com Cat","1100"
"2006","Paraíba","Típico-Com Cat","2062"
"2006","Paraíba","Doença do Trabalho-Com Cat","230"
"2006","Paraíba","Trajeto-Com Cat","351"
"2006","Paraná","Típico-Com Cat","31121"
"2006","Paraná","Doença do Trabalho-Com Cat","1447"
"2006","Paraná","Trajeto-Com Cat","5006"
"2006","Pernambuco","Típico-Com Cat","8605"
"2006","Pernambuco","Doença do Trabalho-Com Cat","654"
"2006","Pernambuco","Trajeto-Com Cat","1939"
"2006","Piauí","Típico-Com Cat","742"
"2006","Piauí","Doença do Trabalho-Com Cat","41"
"2006","Piauí","Trajeto-Com Cat","286"
"2006","Rio de Janeiro","Típico-Com Cat","26354"
"2006","Rio de Janeiro","Doença do Trabalho-Com Cat","3482"
"2006","Rio de Janeiro","Trajeto-Com Cat","6603"
"2006","Rio Grande do Norte","Típico-Com Cat","3983"
"2006","Rio Grande do Norte","Doença do Trabalho-Com Cat","260"
"2006","Rio Grande do Norte","Trajeto-Com Cat","656"
"2006","Rio Grande do Sul","Típico-Com Cat","36257"
"2006","Rio Grande do Sul","Doença do Trabalho-Com Cat","2309"
"2006","Rio Grande do Sul","Trajeto-Com Cat","5232"
"2006","Santa Catarina","Típico-Com Cat","24586"
"2006","Santa Catarina","Doença do Trabalho-Com Cat","1505"
"2006","Santa Catarina","Trajeto-Com Cat","4811"
"2006","São Paulo","Típico-Com Cat","151833"
"2006","São Paulo","Doença do Trabalho-Com Cat","11016"
"2006","São Paulo","Trajeto-Com Cat","28577"
"2006","Sergipe","Típico-Com Cat","1748"
"2006","Sergipe","Doença do Trabalho-Com Cat","234"
"2006","Sergipe","Trajeto-Com Cat","306"
"2006","Distrito Federal","Típico-Com Cat","4140"
"2006","Distrito Federal","Doença do Trabalho-Com Cat","616"
"2006","Distrito Federal","Trajeto-Com Cat","1121"
"2006","Acre","Típico-Com Cat","339"
"2006","Acre","Doença do Trabalho-Com Cat","27"
"2006","Acre","Trajeto-Com Cat","78"
"2006","Amapá","Típico-Com Cat","357"
"2006","Amapá","Doença do Trabalho-Com Cat","16"
"2006","Amapá","Trajeto-Com Cat","121"
"2006","Rondônia","Típico-Com Cat","1794"
"2006","Rondônia","Doença do Trabalho-Com Cat","178"
"2006","Rondônia","Trajeto-Com Cat","422"
"2006","Roraima","Típico-Com Cat","64"
"2006","Roraima","Doença do Trabalho-Com Cat","9"
"2006","Roraima","Trajeto-Com Cat","56"
"2006","Tocantins","Típico-Com Cat","949"
"2006","Tocantins","Doença do Trabalho-Com Cat","154"
"2006","Tocantins","Trajeto-Com Cat","240"
"2007","Alagoas","Típico-Com Cat","6192"
"2007","Alagoas","Doença do Trabalho-Com Cat","124"
"2007","Alagoas","Trajeto-Com Cat","507"
"2007","Amazonas","Típico-Com Cat","5316"
"2007","Amazonas","Doença do Trabalho-Com Cat","794"
"2007","Amazonas","Trajeto-Com Cat","806"
"2007","Bahia","Típico-Com Cat","12167"
"2007","Bahia","Doença do Trabalho-Com Cat","1744"
"2007","Bahia","Trajeto-Com Cat","1989"
"2007","Ceará","Típico-Com Cat","4379"
"2007","Ceará","Doença do Trabalho-Com Cat","482"
"2007","Ceará","Trajeto-Com Cat","1292"
"2007","Mato Grosso do Sul","Típico-Com Cat","6317"
"2007","Mato Grosso do Sul","Doença do Trabalho-Com Cat","173"
"2007","Mato Grosso do Sul","Trajeto-Com Cat","1171"
"2007","Espírito Santo","Típico-Com Cat","10048"
"2007","Espírito Santo","Doença do Trabalho-Com Cat","361"
"2007","Espírito Santo","Trajeto-Com Cat","1652"
"2007","Goiás","Típico-Com Cat","11242"
"2007","Goiás","Doença do Trabalho-Com Cat","345"
"2007","Goiás","Trajeto-Com Cat","2441"
"2007","Maranhão","Típico-Com Cat","2295"
"2007","Maranhão","Doença do Trabalho-Com Cat","125"
"2007","Maranhão","Trajeto-Com Cat","390"
"2007","Mato Grosso","Típico-Com Cat","7287"
"2007","Mato Grosso","Doença do Trabalho-Com Cat","208"
"2007","Mato Grosso","Trajeto-Com Cat","1210"
"2007","Minas Gerais","Típico-Com Cat","46345"
"2007","Minas Gerais","Doença do Trabalho-Com Cat","1452"
"2007","Minas Gerais","Trajeto-Com Cat","7468"
"2007","Pará","Típico-Com Cat","8435"
"2007","Pará","Doença do Trabalho-Com Cat","362"
"2007","Pará","Trajeto-Com Cat","1096"
"2007","Paraíba","Típico-Com Cat","2364"
"2007","Paraíba","Doença do Trabalho-Com Cat","256"
"2007","Paraíba","Trajeto-Com Cat","388"
"2007","Paraná","Típico-Com Cat","33309"
"2007","Paraná","Doença do Trabalho-Com Cat","980"
"2007","Paraná","Trajeto-Com Cat","5256"
"2007","Pernambuco","Típico-Com Cat","8906"
"2007","Pernambuco","Doença do Trabalho-Com Cat","600"
"2007","Pernambuco","Trajeto-Com Cat","1828"
"2007","Piauí","Típico-Com Cat","733"
"2007","Piauí","Doença do Trabalho-Com Cat","20"
"2007","Piauí","Trajeto-Com Cat","297"
"2007","Rio de Janeiro","Típico-Com Cat","27487"
"2007","Rio de Janeiro","Doença do Trabalho-Com Cat","3061"
"2007","Rio de Janeiro","Trajeto-Com Cat","6838"
"2007","Rio Grande do Norte","Típico-Com Cat","4418"
"2007","Rio Grande do Norte","Doença do Trabalho-Com Cat","219"
"2007","Rio Grande do Norte","Trajeto-Com Cat","721"
"2007","Rio Grande do Sul","Típico-Com Cat","33238"
"2007","Rio Grande do Sul","Doença do Trabalho-Com Cat","1764"
"2007","Rio Grande do Sul","Trajeto-Com Cat","5348"
"2007","Santa Catarina","Típico-Com Cat","22739"
"2007","Santa Catarina","Doença do Trabalho-Com Cat","1047"
"2007","Santa Catarina","Trajeto-Com Cat","4855"
"2007","São Paulo","Típico-Com Cat","154200"
"2007","São Paulo","Doença do Trabalho-Com Cat","7365"
"2007","São Paulo","Trajeto-Com Cat","31061"
"2007","Sergipe","Típico-Com Cat","1841"
"2007","Sergipe","Doença do Trabalho-Com Cat","177"
"2007","Sergipe","Trajeto-Com Cat","311"
"2007","Distrito Federal","Típico-Com Cat","3954"
"2007","Distrito Federal","Doença do Trabalho-Com Cat","365"
"2007","Distrito Federal","Trajeto-Com Cat","1100"
"2007","Acre","Típico-Com Cat","302"
"2007","Acre","Doença do Trabalho-Com Cat","21"
"2007","Acre","Trajeto-Com Cat","82"
"2007","Amapá","Típico-Com Cat","508"
"2007","Amapá","Doença do Trabalho-Com Cat","13"
"2007","Amapá","Trajeto-Com Cat","143"
"2007","Rondônia","Típico-Com Cat","1723"
"2007","Rondônia","Doença do Trabalho-Com Cat","140"
"2007","Rondônia","Trajeto-Com Cat","455"
"2007","Roraima","Típico-Com Cat","157"
"2007","Roraima","Doença do Trabalho-Com Cat","8"
"2007","Roraima","Trajeto-Com Cat","58"
"2007","Tocantins","Típico-Com Cat","1134"
